,Title,Question,Weaviate Certainty Score,Images,Start Time,Video URL
0,Sample_MX_Video.mp4,Smoking scenes,0.6488949358463287,images/local001-0-24-04.00.jpg,1444,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
1,Sample_MX_Video.mp4,Smoking scenes,0.6477101445198059,images/local001-0-09-40.00.jpg,580,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
2,Sample_MX_Video.mp4,Smoking scenes,0.647680014371872,images/local001-0-23-42.00.jpg,1422,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
3,Sample_MX_Video.mp4,Smoking scenes,0.646507054567337,images/local001-0-24-05.00.jpg,1445,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
4,Sample_MX_Video.mp4,Smoking scenes,0.6464832723140717,images/local001-0-08-29.00.jpg,509,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
5,Sample_MX_Video.mp4,Smoking scenes,0.6459492444992065,images/local001-0-24-06.00.jpg,1446,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
6,Sample_MX_Video.mp4,Smoking scenes,0.6459401845932007,images/local001-0-24-07.00.jpg,1447,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
7,Sample_MX_Video.mp4,Smoking scenes,0.6456604897975922,images/local001-0-24-28.00.jpg,1468,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
8,Sample_MX_Video.mp4,Smoking scenes,0.6441109776496887,images/local001-0-23-44.00.jpg,1424,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
9,Sample_MX_Video.mp4,Smoking scenes,0.6440041959285736,images/local001-0-23-40.00.jpg,1420,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
10,Sample_MX_Video.mp4,Smoking scenes,0.6437795162200928,images/local001-0-23-53.00.jpg,1433,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
11,Sample_MX_Video.mp4,Smoking scenes,0.643751323223114,images/local001-0-23-41.00.jpg,1421,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
12,Sample_MX_Video.mp4,Smoking scenes,0.6436144113540649,images/local001-0-24-17.00.jpg,1457,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
13,Sample_MX_Video.mp4,Smoking scenes,0.6435282528400421,images/local001-0-23-55.00.jpg,1435,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
14,Sample_MX_Video.mp4,Smoking scenes,0.6434161067008972,images/local001-0-06-18.00.jpg,378,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
15,Sample_MX_Video.mp4,Smoking scenes,0.6431671380996704,images/local001-0-24-31.00.jpg,1471,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
16,Sample_MX_Video.mp4,Smoking scenes,0.6430244743824005,images/local001-0-23-43.00.jpg,1423,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
17,Sample_MX_Video.mp4,Smoking scenes,0.6428702771663666,images/local001-0-19-28.00.jpg,1168,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
18,Sample_MX_Video.mp4,Smoking scenes,0.6417002081871033,images/local001-0-09-41.00.jpg,581,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
19,Sample_MX_Video.mp4,Smoking scenes,0.6407911479473114,images/local001-0-24-10.00.jpg,1450,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
20,Sample_MX_Video.mp4,Smoking scenes,0.6403500735759735,images/local001-0-24-30.00.jpg,1470,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
21,Sample_MX_Video.mp4,Smoking scenes,0.639577329158783,images/local001-0-23-56.00.jpg,1436,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
22,Sample_MX_Video.mp4,Smoking scenes,0.6394842267036438,images/local001-0-24-18.00.jpg,1458,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
23,Sample_MX_Video.mp4,Smoking scenes,0.6389608681201935,images/local001-0-24-29.00.jpg,1469,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
24,Sample_MX_Video.mp4,Smoking scenes,0.637748122215271,images/local001-0-09-50.00.jpg,590,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
25,Sample_MX_Video.mp4,Smoking scenes,0.637363612651825,images/local001-0-12-22.00.jpg,742,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
26,Sample_MX_Video.mp4,Smoking scenes,0.6364800035953522,images/local001-0-23-45.00.jpg,1425,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
27,Sample_MX_Video.mp4,Smoking scenes,0.6355463862419128,images/local001-0-09-42.00.jpg,582,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
28,Sample_MX_Video.mp4,Smoking scenes,0.6355380713939667,images/local001-0-19-29.00.jpg,1169,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
29,Sample_MX_Video.mp4,Smoking scenes,0.6348176598548889,images/local001-0-20-54.00.jpg,1254,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
30,Sample_MX_Video.mp4,Smoking scenes,0.6345227062702179,images/local001-0-09-45.00.jpg,585,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
31,Sample_MX_Video.mp4,Smoking scenes,0.6344892382621765,images/local001-0-23-57.00.jpg,1437,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
32,Sample_MX_Video.mp4,Smoking scenes,0.6342407464981079,images/local001-0-08-48.00.jpg,528,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
33,Sample_MX_Video.mp4,Smoking scenes,0.6340043544769287,images/local001-0-19-36.00.jpg,1176,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
34,Sample_MX_Video.mp4,Smoking scenes,0.6335969567298889,images/local001-0-09-47.00.jpg,587,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
35,Sample_MX_Video.mp4,Smoking scenes,0.6335175633430481,images/local001-0-19-35.00.jpg,1175,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
36,Sample_MX_Video.mp4,Smoking scenes,0.632928729057312,images/local001-0-09-46.00.jpg,586,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
37,Sample_MX_Video.mp4,Smoking scenes,0.6328956782817841,images/local001-0-12-21.00.jpg,741,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
38,Sample_MX_Video.mp4,Smoking scenes,0.6323765218257904,images/local001-0-09-44.00.jpg,584,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
39,Sample_MX_Video.mp4,Smoking scenes,0.6323400735855103,images/local001-0-09-49.00.jpg,589,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
40,Sample_MX_Video.mp4,Smoking scenes,0.6319820284843445,images/local001-0-13-10.00.jpg,790,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
41,Sample_MX_Video.mp4,Smoking scenes,0.6311713457107544,images/local001-0-19-37.00.jpg,1177,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
42,Sample_MX_Video.mp4,Smoking scenes,0.6304768323898315,images/local001-0-20-44.00.jpg,1244,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
43,Sample_MX_Video.mp4,Smoking scenes,0.6304569840431213,images/local001-0-09-52.00.jpg,592,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
44,Sample_MX_Video.mp4,Smoking scenes,0.6301685869693756,images/local001-0-12-29.00.jpg,749,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
45,Sample_MX_Video.mp4,Smoking scenes,0.6300211548805237,images/local001-0-08-49.00.jpg,529,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
46,Sample_MX_Video.mp4,Smoking scenes,0.6297101080417633,images/local001-0-08-47.00.jpg,527,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
47,Sample_MX_Video.mp4,Smoking scenes,0.6293278336524963,images/local001-0-06-00.00.jpg,360,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
48,Sample_MX_Video.mp4,Smoking scenes,0.6292667090892792,images/local001-0-23-54.00.jpg,1434,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
49,Sample_MX_Video.mp4,Smoking scenes,0.6290218234062195,images/local001-0-08-23.00.jpg,503,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
50,Sample_MX_Video.mp4,Smoking scenes,0.6289586424827576,images/local001-0-20-48.00.jpg,1248,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
51,Sample_MX_Video.mp4,Smoking scenes,0.6288095414638519,images/local001-0-09-43.00.jpg,583,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
52,Sample_MX_Video.mp4,Smoking scenes,0.6284298002719879,images/local001-0-12-32.00.jpg,752,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
53,Sample_MX_Video.mp4,Smoking scenes,0.6272870302200317,images/local001-0-11-55.00.jpg,715,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
54,Sample_MX_Video.mp4,Smoking scenes,0.6269731521606445,images/local001-0-21-03.00.jpg,1263,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
55,Sample_MX_Video.mp4,Smoking scenes,0.6269046664237976,images/local001-0-09-21.00.jpg,561,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
56,Sample_MX_Video.mp4,Smoking scenes,0.6267098188400269,images/local001-0-24-19.00.jpg,1459,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
57,Sample_MX_Video.mp4,Smoking scenes,0.6264558434486389,images/local001-0-09-51.00.jpg,591,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
58,Sample_MX_Video.mp4,Smoking scenes,0.625194251537323,images/local001-0-11-45.00.jpg,705,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
59,Sample_MX_Video.mp4,Smoking scenes,0.6251621544361115,images/local001-0-08-39.00.jpg,519,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
60,Sample_MX_Video.mp4,Smoking scenes,0.6248830556869507,images/local001-0-20-47.00.jpg,1247,https://dw3htsev2ue75.cloudfront.net/file_library/videos/download/3921737/1704792969_2818107061889017/1704791827614_658733090626124200_video_VOD720p30.mp4
